1608,508,97,14248,-10324,192,1
-1774,2179,279,14728,-9432,-632,1
-9249,9612,4785,14260,-11148,-2680,1
-4916,12411,4239,-13928,-32768,15032,1
27721,-32768,-29658,-8136,-17480,-27900,1
26036,-20442,-20087,19640,32767,-32768,1
5347,3359,19769,16304,-2744,-11020,1
-4536,4349,5193,14076,-7644,-7508,1
-2079,6734,7339,19600,-5312,-8660,1
-1355,11111,6388,16172,-6552,-5072,1
-974,452,-127,13168,-10212,-120,0
-773,389,255,13224,-11640,60,0
-922,-365,-689,13704,-11900,-372,0
-897,473,-783,13716,-10812,-404,0
-897,418,-45,13252,-10912,-24,0
-938,373,-306,13732,-10884,-324,0
-950,186,-446,13884,-10608,-216,0
-979,452,-351,13308,-11196,8,0
-960,37,-410,13324,-10780,184,0
-936,469,-201,13808,-10660,-132,0
-1138,364,55,13944,-10768,-560,1
-986,1842,308,14092,-10644,-352,1
-3895,8088,1003,13228,-10132,-116,1
-9083,12431,-384,10112,-13536,-144,1
-6469,3102,-756,-12496,-32768,16512,1
32767,-32768,-32768,-2888,-4328,-32768,1
14821,-16807,-5622,13744,4800,-22220,1
-6819,735,-1908,15348,1844,-11608,1
-5679,5741,2793,14664,-8448,-9512,1
-3435,5543,2029,14772,-6816,-5920,1
-1033,390,-369,10556,-13640,-460,0
-952,361,-291,10628,-13748,716,0
-1321,-297,-667,10656,-13496,368,0
-911,92,-381,11184,-13192,-396,0
-751,631,-25,10372,-14064,404,0
-386,674,157,10488,-14064,1268,0
-951,-101,-637,10024,-13816,632,0
-1104,74,-293,10508,-13528,-464,0
-896,308,-341,10236,-14068,360,0
-905,38,-390,10892,-13324,-28,0
-940,111,-201,14036,-10636,-2236,1
-879,2879,1623,16764,-8372,-4376,1
-6472,10592,5064,12760,-11052,-3116,1
-1817,10992,3488,11524,-11456,-1172,1
-3318,12856,1846,-1296,-20244,7676,1
22738,-32768,-13193,-12172,-30820,-10832,1
30442,-27177,-15327,22732,5644,-26364,1
1195,-3562,-10451,14568,11400,-13456,1
-4270,1945,2000,14460,-7192,-7748,1
-3253,3533,1771,14356,-8748,-4904,1
-1059,340,-398,14512,-7964,-5176,0
-756,416,-174,15064,-6676,-5432,0
-850,228,-174,14432,-7636,-5272,0
-779,279,-472,15308,-7040,-5592,0
-1527,186,-366,15048,-7132,-5568,0
-850,320,-225,14792,-6868,-5280,0
-978,-39,-352,14728,-7260,-5292,0
-883,249,-207,15124,-7332,-6124,0
-1008,349,-278,14980,-7432,-5804,0
-812,48,-477,15008,-7372,-5512,0
-324,4884,-1972,9380,-13944,572,1
-2167,6495,-2542,10328,-15772,1648,1
-647,1577,-796,8868,-13940,2804,1
-4138,6566,-4676,9000,-13528,1616,1
-17894,957,-25934,-10332,-28420,15580,1
27867,-32768,-28760,2676,-23328,-26536,1
32767,-12247,-13337,21132,16472,-32512,1
8712,-4108,-5354,14348,7924,-11504,1
-2948,1267,1934,16156,-2688,-8000,1
-2643,2233,2045,16116,-6864,-6720,1
-988,525,60,12072,5904,-9192,0
-730,146,-633,12396,6796,-9316,0
-1070,111,-155,12472,6568,-9480,0
-934,107,-749,12484,6892,-9260,0
-902,-18,-487,12352,7108,-9568,0
-913,206,-472,12556,7628,-10256,0
-975,200,-503,12336,6720,-9196,0
-980,2,-439,12032,6756,-9120,0
-910,420,-179,12292,6652,-9408,0
-731,348,-316,12208,6756,-9112,0
-1178,683,-414,12124,-13024,-484,1
-1226,2667,-1147,12236,-14884,-420,1
-2060,4994,-4014,12672,-12676,972,1
-4146,12047,-3506,11216,-11700,-1928,1
-11311,8397,-11588,-9320,-26636,15508,1
31848,-32768,-14868,-4032,-32696,-20788,1
31513,-22010,-27762,20812,20300,-30384,1
117,-2040,-8058,13728,4724,-16636,1
-4324,-207,1527,14404,-1400,-10620,1
-5315,2491,-366,15132,-6064,-9480,1
-963,219,-395,15768,-2028,-5912,0
-869,3,-164,15988,-2096,-6244,0
-537,64,-204,16136,-1844,-6512,0
-839,419,-254,16112,-2216,-6080,0
-999,249,-555,15800,-2208,-6116,0
-871,219,-630,15980,-2224,-6508,0
-828,431,-225,15992,-1908,-5896,0
-742,345,-123,16228,-1796,-6520,0
-944,472,-60,15580,-2608,-5756,0
-905,210,-312,16088,-2056,-6348,0
-1824,397,-513,14332,-1420,-8500,1
-5577,671,4497,15060,3668,-8832,1
-17264,-1313,10063,8728,-23316,-15036,1
15919,3282,-29001,1400,-21928,-20628,1
32767,4837,-32768,-4320,32767,-19640,1
9612,3178,-6902,10872,19760,-9740,1
-2845,-2822,109,12688,5024,-12240,1
-2522,-423,1422,14868,4584,-13016,1
-1393,1096,1575,13800,3956,-11440,1
-464,196,184,12660,4756,-9988,1
-909,265,-143,13888,4224,-8712,0
-706,391,-175,13856,4388,-8192,0
-616,89,-81,14124,4832,-8596,0
-547,177,-329,14028,5412,-8140,0
-724,-52,-20,13584,4216,-8012,0
-932,-28,-100,13884,3784,-8568,0
-879,204,-475,14064,4224,-8752,0
-1053,225,-445,14252,4436,-8528,0
-830,243,-620,14072,4752,-8420,0
-437,-20,-186,14300,4660,-9256,0
-632,589,-197,15532,-5768,-5780,1
-437,356,-76,15592,-5088,-5716,1
-212,776,960,15616,-5796,-5748,1
-626,2117,1008,15820,-5088,-5168,1
-1990,3182,4255,15020,-5840,-4976,1
100,2005,10790,12992,-8876,-1744,1
-2711,4472,5768,4096,-30140,-4056,1
30840,-25732,-28145,-4600,-27064,-18768,1
32767,-31334,-29708,14044,32767,-32768,1
3016,-2472,366,11184,4832,-15932,1
-275,-443,-597,14108,-4144,-9312,0
-441,-247,-361,14244,-3992,-8140,0
-748,142,-184,14180,-4732,-8824,0
-1308,0,-340,14588,-4320,-9588,0
-1046,417,-150,14416,-4032,-8752,0
-660,180,-286,14720,-4252,-9316,0
-657,178,-201,14468,-3656,-8476,0
-840,345,-160,14120,-4436,-8664,0
-1321,44,-480,14640,-4328,-9240,0
-1105,122,-550,13792,-4040,-8472,0
-699,161,46,13656,-10428,-488,1
-884,759,151,13888,-10164,-1164,1
-2009,3939,1461,14992,-10132,-2508,1
-3603,9761,3930,14292,-10032,-1592,1
-3179,5897,2570,8468,-16116,3896,1
2478,-7244,205,7936,-16880,3056,1
5232,-23034,-13880,-7400,-29624,3240,1
32767,-32768,-31877,4800,-5476,-25956,1
8047,-12910,-9531,12812,7576,-17916,1
-1423,-2499,38,14324,-784,-11328,1
-851,323,-245,11624,6992,-9644,0
-885,0,-317,11824,7644,-9492,0
-950,246,-295,11600,7040,-9852,0
-846,236,-275,11672,7076,-9624,0
-975,153,-261,11796,7428,-9748,0
-864,222,-371,11632,7124,-9672,0
-978,230,-265,11704,6932,-9948,0
-972,186,-370,11708,7264,-9876,0
-946,511,-378,11568,7292,-9936,0
-893,0,-295,11764,7208,-9740,0
-52,2209,-380,13044,-10196,-4932,1
-1392,4046,1007,13320,-10252,-4504,1
-2097,4493,380,14196,-11120,-5564,1
-3850,10162,5009,11960,-9504,-2708,1
-7123,12397,8725,3528,-16700,-1520,1
11181,-21708,-7960,-6372,-30768,-2912,1
21960,-32768,-27617,3396,-10756,-21500,1
